evidence_id,claim_id,question,data_class,description,source_file,source_sha256,row_locator,column_or_json_pointer,raw_value,display_value,unit,time_basis,generated_by_code,config_locator,validation,notes
EV-Q4-L5C,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,85 MW / 310 MWh: Total DLR plus BESS lifetime gain versus fixed-line no-build,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 85.0 and battery_mwh == 310.0,dlr_plus_bess_total_gain_vs_fixed_mwh,1307405.91246,1307405.91246,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L5D,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,85 MW / 310 MWh: Fixed-line BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 85.0 and battery_mwh == 310.0,fixed_npv_eur,-124119703.656,-124119703.656,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L5E,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,85 MW / 310 MWh: Conditional BESS project NPV with DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 85.0 and battery_mwh == 310.0,dlr_npv_eur,-123543914.573,-123543914.573,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L5F,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,85 MW / 310 MWh: DLR change in incremental BESS technical gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 85.0 and battery_mwh == 310.0,dlr_change_in_bess_incremental_gain_mwh,-52161.7362059,-52161.7362059,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L5G,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,85 MW / 310 MWh: DLR change in conditional BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 85.0 and battery_mwh == 310.0,dlr_change_in_conditional_bess_npv_eur,575789.08303,575789.08303,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L5H,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,85 MW / 310 MWh: DLR cost included in conditional BESS NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 85.0 and battery_mwh == 310.0,dlr_cost_included_in_conditional_bess_npv,False,False,boolean,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L5I,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,85 MW / 310 MWh: DLR standalone lifetime gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 85.0 and battery_mwh == 310.0,dlr_standalone_lifetime_gain_mwh,600184.900945,600184.900945,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L6A,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,90 MW / 440 MWh: Fixed-line BESS lifetime net renewable gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 90.0 and battery_mwh == 440.0,fixed_lifetime_net_renewable_gain_mwh,1027014.47373,1027014.47373,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L6B,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,90 MW / 440 MWh: Incremental BESS lifetime gain conditional on DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 90.0 and battery_mwh == 440.0,dlr_lifetime_net_renewable_gain_mwh,975931.595262,975931.595262,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L6C,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,90 MW / 440 MWh: Total DLR plus BESS lifetime gain versus fixed-line no-build,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 90.0 and battery_mwh == 440.0,dlr_plus_bess_total_gain_vs_fixed_mwh,1576116.49621,1576116.49621,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L6D,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,90 MW / 440 MWh: Fixed-line BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 90.0 and battery_mwh == 440.0,fixed_npv_eur,-157909623.837,-157909623.837,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L6E,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,90 MW / 440 MWh: Conditional BESS project NPV with DLR,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 90.0 and battery_mwh == 440.0,dlr_npv_eur,-155218773.062,-155218773.062,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L6F,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,90 MW / 440 MWh: DLR change in incremental BESS technical gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 90.0 and battery_mwh == 440.0,dlr_change_in_bess_incremental_gain_mwh,-51082.878469,-51082.878469,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L6G,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,90 MW / 440 MWh: DLR change in conditional BESS project NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 90.0 and battery_mwh == 440.0,dlr_change_in_conditional_bess_npv_eur,2690850.77552,2690850.77552,EUR real 2026,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L6H,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,90 MW / 440 MWh: DLR cost included in conditional BESS NPV,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 90.0 and battery_mwh == 440.0,dlr_cost_included_in_conditional_bess_npv,False,False,boolean,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q4-L6I,CLM-Q4-004,Q4 DLR crosswalk,MODEL_DERIVED under COMMERCIAL_ASSUMPTION,90 MW / 440 MWh: DLR standalone lifetime gain,results/problem_3_1/question_4_final_comparison_20260910_v3/01_capacity_fixed_vs_dlr.csv,88460f7ad5303a9276fed18eff25dff2d9d763c9dfeb6eaa73fc8f3498d04ec6,battery_mw == 90.0 and battery_mwh == 440.0,dlr_standalone_lifetime_gain_mwh,600184.900945,600184.900945,MWh,20-year result; 168-hour block repeated to 8760 h/year,src/problem_3_1/q4_techno_economic/pipeline.py::main lines 139-286,fixed-line and q3_selected_wind_proxy_40pct matched Q4 runs,scenario-matched no-build counterfactual and separate project/system accounts,"Conditional BESS NPV under the DLR network state contains BESS cash flows only; DLR CAPEX, OPEX, and owner revenue are absent"
EV-Q5-001,CLM-Q5-001,Q5,MODEL_DERIVED,Croaghonagh installed wind capacity,results/problem_3_1/question_5_final/03_target_line_ranking.csv,aeeb73ec14983dd386aabcc6a0914f4eeb2a7dfc8e30a5cd40bfde319f3a9de9,"wind_farm == ""Croaghonagh wind""",installed_capacity_mw,139.2,139.2,MW,168-hour North-West model,src/problem_3_1/q5_shift_factors/core.py::component_adjust_reference lines 215-261,,component-local LPF finite difference,
EV-Q5-002,CLM-Q5-001,Q5,MODEL_DERIVED,Croaghonagh target-line PTDF,results/problem_3_1/question_5_final/03_target_line_ranking.csv,aeeb73ec14983dd386aabcc6a0914f4eeb2a7dfc8e30a5cd40bfde319f3a9de9,"wind_farm == ""Croaghonagh wind""",primary_shift_factor,-0.238395702387,-0.238395702387,MW/MW injection,168-hour North-West model,src/problem_3_1/q5_shift_factors/core.py::component_adjust_reference lines 215-261,,component-local LPF finite difference,
EV-Q5-003,CLM-Q5-001,Q5,MODEL_DERIVED,Croaghonagh directional relief,results/problem_3_1/question_5_final/03_target_line_ranking.csv,aeeb73ec14983dd386aabcc6a0914f4eeb2a7dfc8e30a5cd40bfde319f3a9de9,"wind_farm == ""Croaghonagh wind""",relief_mw_per_mw_curtailment,0.238395702387,0.238395702387,MW/MW curtailment,168-hour North-West model,src/problem_3_1/q5_shift_factors/core.py::component_adjust_reference lines 215-261,,component-local LPF finite difference,
EV-Q5-004,CLM-Q5-001,Q5,MODEL_DERIVED,Positive line-flow orientation,results/problem_3_1/question_5_final/03_target_line_ranking.csv,aeeb73ec14983dd386aabcc6a0914f4eeb2a7dfc8e30a5cd40bfde319f3a9de9,"wind_farm == ""Croaghonagh wind""",positive_flow_orientation,Srananagh 220 to Cathaleen's Fall,Srananagh 220 to Cathaleen's Fall,text,168-hour North-West model,src/problem_3_1/q5_shift_factors/core.py::component_adjust_reference lines 215-261,,component-local LPF finite difference,
EV-Q5-005,CLM-Q5-001,Q5,MODEL_DERIVED,Dominant binding-flow direction,results/problem_3_1/question_5_final/03_target_line_ranking.csv,aeeb73ec14983dd386aabcc6a0914f4eeb2a7dfc8e30a5cd40bfde319f3a9de9,"wind_farm == ""Croaghonagh wind""",dominant_binding_flow_direction,Cathaleen's Fall to Srananagh 220,Cathaleen's Fall to Srananagh 220,text,168-hour North-West model,src/problem_3_1/q5_shift_factors/core.py::component_adjust_reference lines 215-261,,component-local LPF finite difference,
EV-Q5-006,CLM-Q5-001,Q5,MODEL_DERIVED,Target binding hours,results/problem_3_1/question_5_final/03_target_line_ranking.csv,aeeb73ec14983dd386aabcc6a0914f4eeb2a7dfc8e30a5cd40bfde319f3a9de9,"wind_farm == ""Croaghonagh wind""",binding_hours,52,52,hours,168-hour North-West model,src/problem_3_1/q5_shift_factors/core.py::component_adjust_reference lines 215-261,,component-local LPF finite difference,
EV-Q5-007,CLM-Q5-002,Q5,MODEL_DERIVED,Moy target-line PTDF,results/problem_3_1/question_5_final/03_target_line_ranking.csv,aeeb73ec14983dd386aabcc6a0914f4eeb2a7dfc8e30a5cd40bfde319f3a9de9,"wind_farm == ""Moy wind""",primary_shift_factor,0,0,MW/MW injection,static topology,src/problem_3_1/q5_shift_factors/core.py::component_adjust_reference lines 215-261,,,Moy is in a different passive AC component
EV-Q5-008,CLM-Q5-003,Q5,MODEL_DERIVED,Maximum LPF finite-difference error,results/problem_3_1/question_5_final/05_finite_difference_validation.csv,506416dc434a023e24c3c0bb98c3492e47b72a45491bfa6116e7a95b42c63396,max(absolute_error),absolute_error,4.88498130835e-15,4.88498130835e-15,MW/MW,sampled static topology,src/problem_3_1/q5_shift_factors/core.py::component_adjust_reference lines 215-261,,all passed <= tolerance,
EV-Q5-009,CLM-Q5-004,Q5,MODEL_DERIVED,Maximum PTDF change under rating-only DLR,results/problem_3_1/question_5_final/06_dlr_rating_invariance.csv,f17660314ba62b623e1e0f8518a86deb59ea3b144569bdbb37583f907d1b63d5,"monitored_line == ""5041-17010-2""",maximum_absolute_shift_factor_change,0,0,MW/MW,rating-only sensitivity,src/problem_3_1/q5_shift_factors/core.py::component_adjust_reference lines 215-261,,,
EV-Q6-001,CLM-Q6-001,Q6,MODEL_DERIVED under SCENARIO_CHOICE status labels,network_neutral_static wind dispatch-down,results/problem_3_1/question_6_final_20260910_v2/02_scenario_summary.csv,0c80d8667aa467608f8b39810a88d5f4841e68922f812e8af3de397e0e33dd85,"scenario == ""network_neutral_static""",wind_dispatch_down_mwh,3660.5902728,3660.5902728,MWh,168-hour North-West model,src/problem_3_1/q6_priority_dispatch/pipeline.py::main lines 620-986,configs/problem_3_1/question_6.json,"lexicographic stages, balance and branch-limit checks",
EV-Q6-002,CLM-Q6-001,Q6,MODEL_DERIVED under SCENARIO_CHOICE status labels,network_priority_static wind dispatch-down,results/problem_3_1/question_6_final_20260910_v2/02_scenario_summary.csv,0c80d8667aa467608f8b39810a88d5f4841e68922f812e8af3de397e0e33dd85,"scenario == ""network_priority_static""",wind_dispatch_down_mwh,3660.5902728,3660.5902728,MWh,168-hour North-West model,src/problem_3_1/q6_priority_dispatch/pipeline.py::main lines 620-986,configs/problem_3_1/question_6.json,"lexicographic stages, balance and branch-limit checks",
EV-Q6-003,CLM-Q6-001,Q6,MODEL_DERIVED under SCENARIO_CHOICE status labels,network_neutral_dlr wind dispatch-down,results/problem_3_1/question_6_final_20260910_v2/02_scenario_summary.csv,0c80d8667aa467608f8b39810a88d5f4841e68922f812e8af3de397e0e33dd85,"scenario == ""network_neutral_dlr""",wind_dispatch_down_mwh,3085.07050477,3085.07050477,MWh,168-hour North-West model,src/problem_3_1/q6_priority_dispatch/pipeline.py::main lines 620-986,configs/problem_3_1/question_6.json,"lexicographic stages, balance and branch-limit checks",
EV-Q6-004,CLM-Q6-001,Q6,MODEL_DERIVED under SCENARIO_CHOICE status labels,network_priority_dlr wind dispatch-down,results/problem_3_1/question_6_final_20260910_v2/02_scenario_summary.csv,0c80d8667aa467608f8b39810a88d5f4841e68922f812e8af3de397e0e33dd85,"scenario == ""network_priority_dlr""",wind_dispatch_down_mwh,3085.07050477,3085.07050477,MWh,168-hour North-West model,src/problem_3_1/q6_priority_dispatch/pipeline.py::main lines 620-986,configs/problem_3_1/question_6.json,"lexicographic stages, balance and branch-limit checks",
EV-Q6-005,CLM-Q6-002,Q6,MODEL_DERIVED under SCENARIO_CHOICE status labels,Priority-farm protected energy,results/problem_3_1/question_6_final_20260910_v2/06_generator_status_impacts.csv,5283c74f2fe6f8c7a5e598c8c747a92a6ce183a0ce70c16a7dbb1444b0c20e19,negative sum(additional_dispatch_down_mwh),additional_dispatch_down_mwh,2603.62566581,2603.62566581,MWh,168-hour North-West model,src/problem_3_1/q6_priority_dispatch/pipeline.py::main lines 620-986,,,"Allocation transfer, not system saving or BESS revenue"
EV-Q6-006,CLM-Q6-002,Q6,MODEL_DERIVED under SCENARIO_CHOICE status labels,Non-priority additional burden,results/problem_3_1/question_6_final_20260910_v2/06_generator_status_impacts.csv,5283c74f2fe6f8c7a5e598c8c747a92a6ce183a0ce70c16a7dbb1444b0c20e19,positive sum(additional_dispatch_down_mwh),additional_dispatch_down_mwh,2603.62566581,2603.62566581,MWh,168-hour North-West model,src/problem_3_1/q6_priority_dispatch/pipeline.py::main lines 620-986,,,"Allocation transfer, not system saving or BESS revenue"
EV-Q6-007,CLM-Q6-003,Q6,MODEL_DERIVED under SCENARIO_CHOICE status labels,Largest additional burden,results/problem_3_1/question_6_final_20260910_v2/06_generator_status_impacts.csv,5283c74f2fe6f8c7a5e598c8c747a92a6ce183a0ce70c16a7dbb1444b0c20e19,"generator == ""Letterkenny wind""",additional_dispatch_down_mwh,1165.74731917,1165.74731917,MWh,168-hour North-West model,src/problem_3_1/q6_priority_dispatch/pipeline.py::main lines 620-986,,,
EV-Q6-008,CLM-Q6-003,Q6,MODEL_DERIVED under SCENARIO_CHOICE status labels,Largest protection,results/problem_3_1/question_6_final_20260910_v2/06_generator_status_impacts.csv,5283c74f2fe6f8c7a5e598c8c747a92a6ce183a0ce70c16a7dbb1444b0c20e19,"generator == ""Drumkeen wind""",additional_dispatch_down_mwh,-1378.79340453,-1378.79340453,MWh,168-hour North-West model,src/problem_3_1/q6_priority_dispatch/pipeline.py::main lines 620-986,,,
EV-Q6-009,CLM-Q6-004,Q6,MODEL_DERIVED,Maximum component balance error,results/problem_3_1/question_6_final_20260910_v2/02_scenario_summary.csv,0c80d8667aa467608f8b39810a88d5f4841e68922f812e8af3de397e0e33dd85,"scenario == ""network_priority_static""",maximum_component_balance_error_mw,2.84217094304e-13,2.84217094304e-13,MW,168-hour North-West model,src/problem_3_1/q6_priority_dispatch/pipeline.py::main lines 620-986,,,
EV-Q32-001,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,National bus count,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/network/buses,754,754,buses,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-002,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,National line count,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/network/lines,755,755,lines,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-003,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,National transformer count,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/network/transformers,225,225,transformers,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-004,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,Passive branch count,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/network/passive_branches,980,980,branches,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-005,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,Passive AC component count,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/network/passive_ac_components,4,4,components,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-006,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,Directional mode count,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/results/directional_mode_count,16,16,modes,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-007,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,Overlapping membership count,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/results/overlapping_membership_count,2168,2168,memberships,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-008,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,Buses in any directional group,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/results/buses_in_any_constraint_group,746,746,buses,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-009,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,Maximum groups per bus,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/results/maximum_groups_per_bus,8,8,groups/bus,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-010,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,Complete-link merged group count,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/results/merged_constraint_group_count,16,16,groups,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-011,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,Response-zone count,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/results/response_zone_count,5,5,zones,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
EV-Q32-012,CLM-Q32-001,Problem 3.2,MODEL_DERIVED,Nonlocal similar-pair count,results/problem_3_2/constraint_groups_final_20260910_v3/manifest.json,3d48ffb7d5c49fa4c7256eabddd178ffc46b4b5e13e27e45ee324f7354e7e3cf,manifest root,/results/nonlocal_similar_pair_count,100,100,pairs,168-hour all-island model,src/problem_3_2/q32_constraint_groups/core.py::merge_similar_modes lines 199-281,configs/problem_3_2/constraint_groups.json,"optimal national dispatch, LPF/Q5/reference checks",
